886;LL Touring Frame - Yellow, 62;4;511;0,78
893;HL Touring Frame - Blue, 60;9;1261;0,71
776;Mountain-100 Black, 42;4;634;0,63
730;LL Road Frame - Red, 62;7;1187;0,59
350;Fork Crown;692;118001;0,59
829;Touring Rear Wheel;87;14751;0,59
760;Road-650 Red, 60;13;2232;0,58
756;Road-450 Red, 44;2;346;0,58
331;Fork End;1374;236002;0,58
770;Road-650 Black, 52;12;2270;0,53
896;LL Touring Frame - Blue, 54;2;390;0,51
327;Down Tube;571;117367;0,49
816;ML Mountain Front Wheel;67;14069;0,48
771;Mountain-100 Silver, 38;3;642;0,47
999;Road-750 Black, 52;6;1338;0,45
529;Stem;422;94218;0,45
789;Road-250 Red, 44;4;895;0,45
827;ML Road Rear Wheel;58;13305;0,44
330;Touring End Caps;123;30054;0,41
903;LL Touring Frame - Blue, 44;1;258;0,39
522;HL Touring Seat Assembly;25;6352;0,39
917;LL Mountain Frame - Silver, 42;2;527;0,38
802;LL Fork;140;36747;0,38
950;ML Crankset;225;59125;0,38
761;Road-650 Red, 62;7;1896;0,37
969;Touring-1000 Blue, 60;4;1120;0,36
737;LL Road Frame - Black, 48;8;2200;0,36
994;LL Bottom Bracket;107;30260;0,35
891;HL Touring Frame - Blue, 50;3;875;0,34
772;Mountain-100 Silver, 42;2;593;0,34
996;HL Bottom Bracket;64;20015;0,32
821;Touring Front Wheel;47;14751;0,32
767;Road-650 Black, 62;2;644;0,31
316;Blade;736;236002;0,31
399;Head Tube;348;117367;0,3
811;LL Road Handlebars;62;20553;0,3
729;LL Road Frame - Red, 60;6;2019;0,3
777;Mountain-100 Black, 44;2;678;0,29
775;Mountain-100 Black, 38;2;682;0,29
807;HL Headset;41;14210;0,29
514;LL Mountain Seat Assembly;17;5827;0,29
533;Seat Tube;342;117367;0,29
517;LL Road Seat Assembly;62;22051;0,28
830;ML Mountain Frame - Black, 40;2;714;0,28
822;ML Road Frame-W - Yellow, 38;4;1497;0,27
817;HL Mountain Front Wheel;14;5173;0,27
765;Road-650 Black, 58;5;1871;0,27
766;Road-650 Black, 60;3;1100;0,27
957;Touring-1000 Yellow, 60;3;1114;0,27
998;Road-750 Black, 48;4;1556;0,26
786;Mountain-300 Black, 40;2;776;0,26
890;HL Touring Frame - Blue, 46;2;772;0,26
805;LL Headset;35;14245;0,25
324;Chain Stays;585;234734;0,25
532;Seat Stays;1154;469468;0,25
793;Road-250 Black, 44;4;1642;0,24
979;Touring-3000 Blue, 50;2;841;0,24
746;HL Mountain Frame - Black, 46;5;2111;0,24
727;LL Road Frame - Red, 52;2;836;0,24
328;Mountain End Caps;143;62302;0,23
887;HL Touring Frame - Yellow, 46;2;878;0,23
889;HL Touring Frame - Yellow, 54;1;461;0,22
944;LL Mountain Frame - Silver, 40;1;451;0,22
924;LL Mountain Frame - Black, 42;1;464;0,22
680;HL Road Frame - Black, 58;2;910;0,22
832;ML Mountain Frame - Black, 48;2;901;0,22
826;LL Road Rear Wheel;39;17794;0,22
780;Mountain-200 Silver, 42;5;2234;0,22
531;Steerer;264;118001;0,22
534;Top Tube;247;117367;0,21
779;Mountain-200 Silver, 38;5;2394;0,21
974;Road-350-W Yellow, 42;2;944;0,21
959;Touring-3000 Blue, 58;1;482;0,21
738;LL Road Frame - Black, 52;7;3332;0,21
722;LL Road Frame - Black, 58;5;2387;0,21
820;HL Road Front Wheel;22;10714;0,21
926;LL Mountain Frame - Black, 48;1;496;0,2
723;LL Road Frame - Black, 60;2;996;0,2
972;Touring-2000 Blue, 54;2;1010;0,2
954;Touring-1000 Yellow, 46;2;1005;0,2
798;Road-550-W Yellow, 40;3;1500;0,2
783;Mountain-200 Black, 42;5;2664;0,19
828;HL Road Rear Wheel;21;11066;0,19
813;HL Road Handlebars;18;10164;0,18
946;LL Touring Handlebars;9;5037;0,18
762;Road-650 Red, 44;4;2254;0,18
781;Mountain-200 Silver, 46;4;2216;0,18
773;Mountain-100 Silver, 44;1;601;0,17
812;ML Road Handlebars;23;13906;0,17
515;ML Mountain Seat Assembly;5;2947;0,17
734;ML Road Frame - Red, 58;1;582;0,17
740;HL Mountain Frame - Silver, 44;1;601;0,17
778;Mountain-100 Black, 48;1;616;0,16
520;LL Touring Seat Assembly;9;5709;0,16
728;LL Road Frame - Red, 58;1;618;0,16
791;Road-250 Red, 52;1;639;0,16
763;Road-650 Red, 48;3;1888;0,16
