1;Adjustable Race;0;0;0
879;All-Purpose Bike Stand;0;249;-249
712;AWC Logo Cap;0;8311;-8311
3;BB Ball Bearing;911890;0;911890
2;Bearing Ball;0;0;0
877;Bike Wash - Dissolver;0;3319;-3319
316;Blade;236002;0;236002
843;Cable Lock;0;1087;-1087
952;Chain;0;774;-774
324;Chain Stays;234734;0;234734
322;Chainring;0;0;0
320;Chainring Bolts;0;0;0
321;Chainring Nut;0;0;0
866;Classic Vest, L;0;207;-207
865;Classic Vest, M;0;2284;-2284
864;Classic Vest, S;0;4247;-4247
505;Cone-Shaped Race;0;0;0
323;Crown Race;0;0;0
504;Cup-Shaped Race;0;0;0
325;Decal 1;0;0;0
326;Decal 2;0;0;0
327;Down Tube;117367;0;117367
409;External Lock Washer 1;0;0;0
411;External Lock Washer 2;0;0;0
403;External Lock Washer 3;0;0;0
404;External Lock Washer 4;0;0;0
406;External Lock Washer 5;0;0;0
408;External Lock Washer 6;0;0;0
407;External Lock Washer 7;0;0;0
410;External Lock Washer 8;0;0;0
405;External Lock Washer 9;0;0;0
878;Fender Set - Mountain;0;2121;-2121
341;Flat Washer 1;0;0;0
343;Flat Washer 2;0;0;0
346;Flat Washer 3;0;0;0
345;Flat Washer 4;0;0;0
348;Flat Washer 5;0;0;0
342;Flat Washer 6;0;0;0
349;Flat Washer 7;0;0;0
347;Flat Washer 8;0;0;0
344;Flat Washer 9;0;0;0
350;Fork Crown;118001;0;118001
331;Fork End;236002;0;236002
332;Freewheel;0;0;0
948;Front Brakes;0;789;-789
945;Front Derailleur;16199738;888609;15311129
351;Front Derailleur Cage;0;0;0
352;Front Derailleur Linkage;0;0;0
863;Full-Finger Gloves, L;0;3378;-3378
862;Full-Finger Gloves, M;0;2206;-2206
861;Full-Finger Gloves, S;0;500;-500
355;Guide Pulley;0;0;0
860;Half-Finger Gloves, L;0;1276;-1276
859;Half-Finger Gloves, M;0;3464;-3464
858;Half-Finger Gloves, S;0;2188;-2188
398;Handlebar Tube;94218;0;94218
399;Head Tube;117367;0;117367
847;Headlights - Dual-Beam;0;0;0
848;Headlights - Weatherproof;0;0;0
4;Headset Ball Bearings;0;0;0
386;Hex Nut 1;0;0;0
387;Hex Nut 10;0;0;0
388;Hex Nut 11;0;0;0
384;Hex Nut 12;0;0;0
385;Hex Nut 13;0;0;0
393;Hex Nut 14;0;0;0
394;Hex Nut 15;0;0;0
377;Hex Nut 16;0;0;0
378;Hex Nut 17;0;0;0
396;Hex Nut 18;0;0;0
397;Hex Nut 19;0;0;0
389;Hex Nut 2;0;0;0
390;Hex Nut 20;0;0;0
391;Hex Nut 21;0;0;0
382;Hex Nut 22;0;0;0
383;Hex Nut 23;0;0;0
392;Hex Nut 3;0;0;0
395;Hex Nut 4;0;0;0
375;Hex Nut 5;0;0;0
376;Hex Nut 6;0;0;0
379;Hex Nut 7;0;0;0
380;Hex Nut 8;0;0;0
381;Hex Nut 9;0;0;0
876;Hitch Rack - 4-Bike;0;3166;-3166
996;HL Bottom Bracket;4363270;582096;3781174
319;HL Crankarm;0;0;0
951;HL Crankset;2741442;431552;2309890
804;HL Fork;5286996;484848;4802148
358;HL Grip Tape;0;0;0
807;HL Headset;1563100;182580;1380520
401;HL Hub;128226;0;128226
747;HL Mountain Frame - Black, 38;827696;285347;542349
743;HL Mountain Frame - Black, 42;1023568;530269;493299
744;HL Mountain Frame - Black, 44;8814;1071;7743
746;HL Mountain Frame - Black, 46;2111;0;2111
745;HL Mountain Frame - Black, 48;29032;8384;20648
748;HL Mountain Frame - Silver, 38;1097876;534258;563618
739;HL Mountain Frame - Silver, 42;291916;150598;141318
740;HL Mountain Frame - Silver, 44;601;0;601
742;HL Mountain Frame - Silver, 46;593856;251812;342044
741;HL Mountain Frame - Silver, 48;47470;7785;39685
817;HL Mountain Front Wheel;537992;52614;485378
810;HL Mountain Handlebars;3305232;463000;2842232
937;HL Mountain Pedal;0;785;-785
825;HL Mountain Rear Wheel;1496658;204000;1292658
509;HL Mountain Rim;0;0;0
516;HL Mountain Seat Assembly;19547;0;19547
910;HL Mountain Seat/Saddle;0;519;-519
930;HL Mountain Tire;0;1396;-1396
491;HL Nipple;0;0;0
838;HL Road Frame - Black, 44;283410;111078;172332
839;HL Road Frame - Black, 48;61429;27250;34179
840;HL Road Frame - Black, 52;1245;0;1245
680;HL Road Frame - Black, 58;910;0;910
837;HL Road Frame - Black, 62;0;0;0
718;HL Road Frame - Red, 44;284481;166212;118269
719;HL Road Frame - Red, 48;60104;40003;20101
720;HL Road Frame - Red, 52;1097;0;1097
721;HL Road Frame - Red, 56;664;0;664
706;HL Road Frame - Red, 58;946;0;946
717;HL Road Frame - Red, 62;202740;114945;87795
820;HL Road Front Wheel;2207084;574371;1632713
813;HL Road Handlebars;2744280;639203;2105077
940;HL Road Pedal;0;676;-676
828;HL Road Rear Wheel;509036;95222;413814
512;HL Road Rim;0;0;0
519;HL Road Seat Assembly;11239;0;11239
913;HL Road Seat/Saddle;0;134;-134
933;HL Road Tire;0;858;-858
526;HL Shell;0;0;0
524;HL Spindle/Axle;0;0;0
890;HL Touring Frame - Blue, 46;44776;21318;23458
891;HL Touring Frame - Blue, 50;50750;24800;25950
892;HL Touring Frame - Blue, 54;166465;95392;71073
893;HL Touring Frame - Blue, 60;176540;63812;112728
887;HL Touring Frame - Yellow, 46;35998;12441;23557
888;HL Touring Frame - Yellow, 50;15054;11122;3932
889;HL Touring Frame - Yellow, 54;74221;71280;2941
885;HL Touring Frame - Yellow, 60;135945;50697;85248
947;HL Touring Handlebars;769213;78540;690673
522;HL Touring Seat Assembly;6352;0;6352
916;HL Touring Seat/Saddle;0;426;-426
880;Hydration Pack - 70 oz.;0;2761;-2761
419;Internal Lock Washer 1;0;0;0
418;Internal Lock Washer 10;0;0;0
421;Internal Lock Washer 2;0;0;0
412;Internal Lock Washer 3;0;0;0
413;Internal Lock Washer 4;0;0;0
415;Internal Lock Washer 5;0;0;0
417;Internal Lock Washer 6;0;0;0
416;Internal Lock Washer 7;0;0;0
420;Internal Lock Washer 8;0;0;0
414;Internal Lock Washer 9;0;0;0
402;Keyed Washer;0;0;0
994;LL Bottom Bracket;4539000;328482;4210518
